h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
acquired_abnormality,affects,plant,0.6060580611228943,7.36257734518951,160,81.0,68,50,24,20,0.0,142,72.0
professional_or_occupational_group,diagnoses,mental_or_behavioral_dysfunction,0.7080276012420654,14.508090680211238,180,91.0,11,33,85,53,0.0,133,67.5
immunologic_factor,isa,chemical,0.6879394054412842,10.77331758526736,127,64.5,45,39,27,18,0.0,105,53.5
carbohydrate,issue_in,biomedical_occupation_or_discipline,0.7595890760421753,1.0720092915214867,162,82.0,14,38,110,2,0.0,159,80.5
machine_activity,method_of,diagnostic_procedure,0.4368785321712494,89.02089342380982,91,46.5,4,5,26,58,0.0,85,43.5
organism_function,result_of,human_caused_phenomenon_or_process,0.5271480679512024,7.262768441701405,141,71.5,65,48,14,16,0.0,106,54.0
mental_process,precedes,molecular_function,0.5052469968795776,12.418183126281706,226,114.0,71,50,60,47,0.0,171,86.5
antibiotic,disrupts,physiologic_function,0.7633193731307983,2.60043998249847,161,81.5,15,39,61,48,0.0,135,68.5
gene_or_genome,produces,enzyme,0.7323926687240601,3.7596443289063144,137,69.5,11,50,41,37,0.0,113,57.5
environmental_effect_of_humans,result_of,pathologic_function,0.7851092219352722,13.023783668974392,172,87.0,17,19,77,61,0.0,121,61.5
therapeutic_or_preventive_procedure,complicates,cell_or_molecular_dysfunction,0.6871927380561829,12.278761760280066,193,97.5,28,28,79,60,0.0,142,72.0
therapeutic_or_preventive_procedure,associated_with,injury_or_poisoning,0.7847194671630859,14.629555076876965,158,80.0,28,28,65,39,0.0,125,63.5
amino_acid_peptide_or_protein,interacts_with,hormone,0.7357483506202698,4.561945578864927,119,60.5,14,38,35,34,0.0,106,54.0
research_activity,isa,event,0.6709361672401428,2.151641534793709,85,43.5,11,45,30,1,0.0,85,43.5
diagnostic_procedure,assesses_effect_of,hormone,0.7395933270454407,10.502909973759394,151,76.5,26,58,35,34,0.0,133,67.5
body_part_organ_or_organ_component,consists_of,body_substance,0.45848557353019714,2.3018090134434614,119,60.5,15,53,26,27,0.0,103,52.5
carbohydrate,interacts_with,enzyme,0.754655659198761,2.33245734376384,128,65.0,14,38,41,37,0.0,109,55.5
biologic_function,result_of,phenomenon_or_process,0.5594065189361572,3.9940373716186803,145,73.5,59,45,21,22,0.0,104,53.0
genetic_function,affects,organ_or_tissue_function,0.6722871661186218,1.2590760994223993,223,112.5,64,49,65,47,0.0,169,85.5
receptor,affects,mental_or_behavioral_dysfunction,0.7407094836235046,6.357602557089415,209,105.5,38,35,85,53,0.0,155,78.5
mental_process,affects,behavior,0.24421772360801697,30.49134640685392,163,82.5,71,50,27,17,0.0,125,63.5
cell_or_molecular_dysfunction,process_of,molecular_function,0.7862095832824707,4.12595274306494,244,123.0,79,60,60,47,0.0,176,89.0
molecular_biology_research_technique,isa,event,0.8183990120887756,1.976109820131559,86,44.0,9,48,30,1,0.0,86,44.0
body_part_organ_or_organ_component,part_of,plant,0.6280417442321777,1.9341915394546974,110,56.0,15,53,24,20,0.0,102,52.0
fully_formed_anatomical_structure,location_of,acquired_abnormality,0.5528829097747803,8.014691506404604,175,88.5,18,41,68,50,0.0,152,77.0
acquired_abnormality,location_of,bacterium,0.20040269196033478,7.311264453479842,167,84.5,68,50,29,22,0.0,143,72.5
body_substance,issue_in,biomedical_occupation_or_discipline,0.8113800883293152,1.117545744316004,163,82.5,26,27,110,2,0.0,153,77.5
receptor,causes,cell_or_molecular_dysfunction,0.5176351070404053,8.209350486283252,210,106.0,38,35,79,60,0.0,155,78.5
fully_formed_anatomical_structure,produces,steroid,0.5856063365936279,11.163234128314205,110,56.0,18,41,16,37,0.0,103,52.5
experimental_model_of_disease,process_of,human,0.6410984396934509,6.251843792886284,171,86.5,76,50,38,9,0.0,140,71.0
cell_or_molecular_dysfunction,degree_of,pathologic_function,0.7611729502677917,2.2630391395097273,275,138.5,79,60,77,61,0.0,196,99.0
molecular_biology_research_technique,measures,organism_attribute,0.298372745513916,6.2152399068331325,111,56.5,9,48,21,35,0.0,103,52.5
physiologic_function,process_of,biologic_function,0.6569169163703918,1.4583795085255045,211,106.5,61,48,59,45,0.0,162,82.0
natural_phenomenon_or_process,result_of,injury_or_poisoning,0.5235883593559265,17.784486854531814,166,84.0,43,21,65,39,0.0,124,63.0
disease_or_syndrome,associated_with,cell_or_molecular_dysfunction,0.6143016815185547,1.630623929733837,276,139.0,79,60,79,60,0.0,194,98.0
mental_process,affects,experimental_model_of_disease,0.803028404712677,15.241233616105887,245,123.5,71,50,76,50,0.0,187,94.5
research_device,causes,injury_or_poisoning,0.6489033102989197,22.78935964475785,124,63.0,10,12,65,39,0.0,100,51.0
cell_or_molecular_dysfunction,affects,natural_phenomenon_or_process,0.6372067928314209,4.647287086484598,201,101.5,79,60,43,21,0.0,141,71.5
physiologic_function,process_of,virus,0.8085343837738037,3.3356258163263424,165,83.5,61,48,34,24,0.0,131,66.5
pharmacologic_substance,treats,experimental_model_of_disease,0.5410454273223877,4.3880111774585675,182,92.0,14,44,76,50,0.0,152,77.0
biologic_function,process_of,organism_function,0.8446269035339355,2.5111849442543344,215,108.5,59,45,65,48,0.0,166,84.0
experimental_model_of_disease,result_of,cell_function,0.7518951892852783,4.152548040380286,237,119.5,76,50,64,49,0.0,180,91.0
age_group,performs,activity,0.42227885127067566,8.878881141218576,57,29.5,15,24,17,3,0.0,55,28.5
tissue,part_of,plant,0.6305235028266907,1.7519575217891952,111,56.5,16,53,24,20,0.0,101,51.5
neoplastic_process,result_of,human_caused_phenomenon_or_process,0.5012838244438171,11.35570307001907,168,85.0,80,60,14,16,0.0,121,61.5
organism_function,produces,enzyme,0.5660090446472168,9.537358347677648,189,95.5,65,48,41,37,0.0,146,74.0
archaeon,isa,physical_object,0.39502522349357605,2.5977752942842174,94,48.0,34,5,56,1,0.0,94,48.0
organism_attribute,property_of,fungus,0.6847320199012756,4.931835730889596,108,55.0,21,35,27,27,0.0,96,49.0
inorganic_chemical,interacts_with,biologically_active_substance,0.6481534242630005,2.337024384717506,122,62.0,13,36,37,38,0.0,105,53.5
congenital_abnormality,affects,fish,0.7975569367408752,5.970472648803081,161,81.5,67,50,35,11,0.0,140,71.0
cell_component,location_of,rickettsia_or_chlamydia,0.5291458368301392,1.5959031502998398,120,61.0,12,52,32,26,0.0,105,53.5
diagnostic_procedure,measures,hazardous_or_poisonous_substance,0.5757808089256287,19.31782034706811,136,69.0,26,58,26,28,0.0,130,66.0
food,causes,acquired_abnormality,0.8672699332237244,6.505670006427617,140,71.0,1,23,68,50,0.0,122,62.0
immunologic_factor,affects,experimental_model_of_disease,0.8310969471931458,5.299774715504745,208,105.0,45,39,76,50,0.0,157,79.5
indicator_reagent_or_diagnostic_aid,affects,organ_or_tissue_function,0.712382435798645,4.339173151317101,158,80.0,25,23,65,47,0.0,130,66.0
organ_or_tissue_function,precedes,physiologic_function,0.8280326724052429,1.995652315163384,219,110.5,65,47,61,48,0.0,167,84.5
hormone,affects,disease_or_syndrome,0.7558885812759399,7.9762384950277525,206,104.0,35,34,79,60,0.0,154,78.0
population_group,associated_with,anatomical_abnormality,0.6997391581535339,12.738666400581641,170,86.0,15,37,69,51,0.0,134,68.0
molecular_function,process_of,organism_function,0.7006021738052368,2.141537685445066,218,110.0,60,47,65,48,0.0,167,84.5
group,uses,manufactured_object,0.7279059290885925,11.340942693378258,66,34.0,19,26,12,11,0.0,62,32.0
experimental_model_of_disease,process_of,organism_function,0.8324403762817383,4.1184716101843195,237,119.5,76,50,65,48,0.0,183,92.5
chemical_viewed_functionally,interacts_with,pharmacologic_substance,0.2481786459684372,20.059880905916696,108,55.0,21,31,14,44,0.0,100,51.0
lipid,causes,experimental_model_of_disease,0.9236977100372314,5.938863954650972,179,90.5,18,37,76,50,0.0,148,75.0
age_group,produces,drug_delivery_device,0.5619341731071472,20.434053186648804,60,31.0,15,24,7,16,0.0,58,30.0
body_location_or_region,issue_in,occupation_or_discipline,0.8870334625244141,1.0,142,72.0,1,22,118,3,0.0,138,70.0
mammal,interacts_with,organism,0.3438432514667511,1.1979166666666667,87,44.5,36,9,41,3,0.0,86,44.0
manufactured_object,issue_in,biomedical_occupation_or_discipline,0.7673025727272034,1.0871212121212122,133,67.5,12,11,110,2,0.0,131,66.5
injury_or_poisoning,complicates,acquired_abnormality,0.8289391994476318,2.979148320560482,220,111.0,65,39,68,50,0.0,178,90.0
genetic_function,process_of,bacterium,0.8416460752487183,4.823863013222211,162,82.0,64,49,29,22,0.0,129,65.5
biologic_function,affects,mental_process,0.7466138005256653,3.0625469872632975,223,112.5,59,45,71,50,0.0,170,86.0
social_behavior,associated_with,biomedical_occupation_or_discipline,0.40172815322875977,1.3664529914529915,144,73.0,19,15,110,2,0.0,135,68.5
diagnostic_procedure,analyzes,hormone,0.7388419508934021,10.502909973759394,151,76.5,26,58,35,34,0.0,133,67.5
disease_or_syndrome,result_of,diagnostic_procedure,0.5244134664535522,89.37845644605322,221,111.5,79,60,26,58,0.0,175,88.5
environmental_effect_of_humans,result_of,mental_process,0.8263729810714722,6.828622970986388,155,78.5,17,19,71,50,0.0,112,57.0
pharmacologic_substance,disrupts,gene_or_genome,0.5702614784240723,6.974179680629794,117,59.5,14,44,11,50,0.0,110,56.0
human_caused_phenomenon_or_process,result_of,organism_function,0.6051759123802185,5.970245953141469,141,71.5,14,16,65,48,0.0,106,54.0
group,uses,research_device,0.6636091470718384,15.388951419282117,65,33.5,19,26,10,12,0.0,61,31.5
vitamin,affects,genetic_function,0.7632289528846741,3.1732185420542285,187,94.5,39,37,64,49,0.0,146,74.0
mental_or_behavioral_dysfunction,result_of,human_caused_phenomenon_or_process,0.429692804813385,15.815895019602268,166,84.0,85,53,14,16,0.0,115,58.5
cell_or_molecular_dysfunction,produces,hormone,0.6776328086853027,13.12318575542466,206,104.0,79,60,35,34,0.0,152,77.0
population_group,exhibits,social_behavior,0.7726587653160095,2.7276066130875245,84,43.0,15,37,19,15,0.0,64,33.0
natural_phenomenon_or_process,affects,biologic_function,0.4026177227497101,3.7521899056068975,166,84.0,43,21,59,45,0.0,124,63.0
laboratory_or_test_result,evaluation_of,cell_function,0.8167865872383118,2.462173391623856,158,80.0,0,47,64,49,0.0,130,66.0
bird,interacts_with,organism,0.5319560170173645,1.0697115384615385,88,45.0,33,13,41,3,0.0,86,44.0
experimental_model_of_disease,occurs_in,population_group,0.7100836634635925,30.53088899599411,176,89.0,76,50,15,37,0.0,134,68.0
antibiotic,isa,chemical_viewed_functionally,0.24473124742507935,2.942046284917129,104,53.0,15,39,21,31,0.0,96,49.0
organophosphorus_compound,interacts_with,receptor,0.7933748960494995,2.90839535696865,123,62.5,14,38,38,35,0.0,109,55.5
natural_phenomenon_or_process,process_of,physiologic_function,0.787461519241333,3.91963755904986,171,86.5,43,21,61,48,0.0,128,65.0
hazardous_or_poisonous_substance,causes,anatomical_abnormality,0.6414294838905334,7.580402629356044,172,87.0,26,28,69,51,0.0,149,75.5
fully_formed_anatomical_structure,part_of,fish,0.7774720788002014,2.4949102346928433,103,52.5,18,41,35,11,0.0,96,49.0
diagnostic_procedure,analyzes,nucleic_acid_nucleoside_or_nucleotide,0.8044297099113464,20.14419170134875,134,68.0,26,58,10,42,0.0,127,64.5
drug_delivery_device,causes,acquired_abnormality,0.6608960628509521,9.578128735295143,139,70.5,7,16,68,50,0.0,121,61.5
organic_chemical,causes,disease_or_syndrome,0.8661502599716187,7.788858615350306,189,95.5,14,38,79,60,0.0,145,73.5
organization,carries_out,health_care_activity,0.6362053751945496,7.274223044498964,56,29.0,5,15,17,21,0.0,49,25.5
laboratory_procedure,affects,genetic_function,0.8040636777877808,4.879737953385474,183,92.5,19,53,64,49,0.0,147,74.5
clinical_attribute,result_of,biologic_function,0.7392807006835938,4.564758488365855,163,82.5,25,36,59,45,0.0,127,64.5
congenital_abnormality,affects,organ_or_tissue_function,0.5794899463653564,4.07200010185119,227,114.5,67,50,65,47,0.0,181,91.5
diagnostic_procedure,measures,organophosphorus_compound,0.707060694694519,18.93138818146343,134,68.0,26,58,14,38,0.0,127,64.5
acquired_abnormality,location_of,virus,0.29300856590270996,5.775818422228373,174,88.0,68,50,34,24,0.0,147,74.5
molecular_function,affects,human,0.5302243828773499,4.424062579355256,152,77.0,60,47,38,9,0.0,124,63.0
immunologic_factor,causes,experimental_model_of_disease,0.8712903261184692,5.299774715504745,208,105.0,45,39,76,50,0.0,157,79.5
pathologic_function,affects,rickettsia_or_chlamydia,0.7121680974960327,6.257571639900683,194,98.0,77,61,32,26,0.0,151,76.5
pharmacologic_substance,diagnoses,mental_or_behavioral_dysfunction,0.5492407083511353,4.9607496431063876,194,98.0,14,44,85,53,0.0,152,77.0
eicosanoid,affects,physiologic_function,0.8570130467414856,2.953597777304051,159,80.5,16,36,61,48,0.0,133,67.5
organism_attribute,property_of,invertebrate,0.6070123910903931,4.007631162570954,98,50.0,21,35,28,16,0.0,87,44.5
cell_or_molecular_dysfunction,result_of,biologic_function,0.7248857021331787,3.801929728738867,241,121.5,79,60,59,45,0.0,175,88.5
bacterium,interacts_with,amphibian,0.581541121006012,1.5584143262342611,96,49.0,29,22,34,13,0.0,88,45.0
laboratory_procedure,analyzes,nucleic_acid_nucleoside_or_nucleotide,0.5900352001190186,21.657245742454975,122,62.0,19,53,10,42,0.0,112,57.0
cell_component,part_of,fungus,0.6943830251693726,1.6856321467352087,116,59.0,12,52,27,27,0.0,103,52.5
reptile,interacts_with,mammal,0.3680095970630646,2.162121212121212,87,44.5,33,11,36,9,0.0,85,43.5
social_behavior,manifestation_of,mental_process,0.43796706199645996,57.70574655443788,153,77.5,19,15,71,50,0.0,117,59.5
mental_process,precedes,genetic_function,0.38996127247810364,13.603599667761817,232,117.0,71,50,64,49,0.0,176,89.0
molecular_sequence,isa,conceptual_entity,0.42936453223228455,1.2,36,19.0,2,5,28,3,0.0,35,18.5
alga,interacts_with,rickettsia_or_chlamydia,0.5290874242782593,4.9931671600747904,102,52.0,25,21,32,26,0.0,96,49.0
fully_formed_anatomical_structure,part_of,virus,0.6787886619567871,2.1757116803274905,115,58.5,18,41,34,24,0.0,101,51.5
laboratory_or_test_result,indicates,cell_or_molecular_dysfunction,0.9282791614532471,4.972600347472992,184,93.0,0,47,79,60,0.0,142,72.0
anatomical_abnormality,affects,organ_or_tissue_function,0.600825309753418,3.7138104100230342,230,116.0,69,51,65,47,0.0,180,91.0
sign_or_symptom,manifestation_of,mental_process,0.8746075630187988,5.057877484008417,148,75.0,4,25,71,50,0.0,119,60.5
neoplastic_process,manifestation_of,mental_or_behavioral_dysfunction,0.6976724863052368,1.7939906731527626,276,139.0,80,60,85,53,0.0,198,100.0
laboratory_procedure,measures,chemical,0.7465922832489014,12.43855464767392,115,58.5,19,53,27,18,0.0,106,54.0
experimental_model_of_disease,affects,genetic_function,0.6834346055984497,4.317163516096483,237,119.5,76,50,64,49,0.0,181,91.5
genetic_function,affects,molecular_function,0.7435360550880432,1.3253663990077034,218,110.0,64,49,60,47,0.0,165,83.5
organism_function,result_of,molecular_function,0.8184922337532043,1.7582036019536018,218,110.0,65,48,60,47,0.0,167,84.5
occupational_activity,method_of,biomedical_occupation_or_discipline,0.7562074661254883,1.414044289044289,138,70.0,17,11,110,2,0.0,136,69.0
carbohydrate,affects,natural_phenomenon_or_process,0.7151472568511963,1.6745911075273514,114,58.0,14,38,43,21,0.0,95,48.5
mental_process,affects,reptile,0.620491623878479,13.40565726221036,163,82.5,71,50,33,11,0.0,133,67.5
steroid,interacts_with,antibiotic,0.4737231433391571,7.034291211441768,105,53.5,16,37,15,39,0.0,102,52.0
organ_or_tissue_function,affects,reptile,0.7306666374206543,5.134360876425111,154,78.0,65,47,33,11,0.0,126,64.0
clinical_attribute,manifestation_of,cell_function,0.6988245844841003,4.812193077574087,172,87.0,25,36,64,49,0.0,132,67.0
receptor,disrupts,mental_process,0.5228596329689026,4.945142165512707,192,97.0,38,35,71,50,0.0,150,76.0
congenital_abnormality,manifestation_of,genetic_function,0.8126877546310425,4.732362974598854,228,115.0,67,50,64,49,0.0,182,92.0
neuroreactive_substance_or_biogenic_amine,affects,molecular_function,0.8174676895141602,3.2072130398979937,180,91.0,35,40,60,47,0.0,137,69.5
cell_or_molecular_dysfunction,complicates,mental_or_behavioral_dysfunction,0.818943202495575,1.6110027771792477,275,138.5,79,60,85,53,0.0,192,97.0
carbohydrate,affects,organism_function,0.8819854855537415,4.111893515454628,163,82.5,14,38,65,48,0.0,137,69.5
cell_or_molecular_dysfunction,produces,receptor,0.7378509044647217,12.620501998345496,210,106.0,79,60,38,35,0.0,155,78.5
physiologic_function,process_of,molecular_function,0.8223367929458618,1.327263596013596,214,108.0,61,48,60,47,0.0,163,82.5
congenital_abnormality,location_of,virus,0.2133437991142273,5.741007180234117,173,87.5,67,50,34,24,0.0,145,73.5
receptor,disrupts,cell_component,0.4351131021976471,17.629151708121626,135,68.5,38,35,12,52,0.0,113,57.5
receptor,disrupts,genetic_function,0.7408373951911926,3.284554526490825,184,93.0,38,35,64,49,0.0,144,73.0
chemical_viewed_structurally,affects,organism_function,0.8725008368492126,3.9066827617545963,164,83.0,13,40,65,48,0.0,132,67.0
finding,manifestation_of,cell_or_molecular_dysfunction,0.7887402176856995,9.582733623184337,162,82.0,2,23,79,60,0.0,120,61.0
experimental_model_of_disease,degree_of,disease_or_syndrome,0.7706335186958313,3.92593932760678,263,132.5,76,50,79,60,0.0,194,98.0
laboratory_procedure,analyzes,inorganic_chemical,0.637913703918457,41.26122652147583,119,60.5,19,53,13,36,0.0,109,55.5
immunologic_factor,disrupts,genetic_function,0.7945238351821899,3.2113493708375174,195,98.5,45,39,64,49,0.0,146,74.0
organism_function,affects,human,0.5910841822624207,5.008824731914793,158,80.0,65,48,38,9,0.0,131,66.5
pharmacologic_substance,prevents,mental_or_behavioral_dysfunction,0.7751497030258179,4.9607496431063876,194,98.0,14,44,85,53,0.0,152,77.0
molecular_biology_research_technique,measures,lipid,0.6899343132972717,6.760271485523988,110,56.0,9,48,18,37,0.0,108,55.0
immunologic_factor,isa,biologically_active_substance,0.11052025109529495,3.0613042186571597,157,79.5,45,39,37,38,0.0,119,60.5
mental_or_behavioral_dysfunction,result_of,mental_process,0.857232928276062,4.298095921484664,257,129.5,85,53,71,50,0.0,187,94.5
chemical,issue_in,occupation_or_discipline,0.655850887298584,2.2888989025802906,164,83.0,27,18,118,3,0.0,161,81.5
